,title,authors,affiliations,citedby,mainterms,subject_areas,publisher,Year
49,A diverse ancestrally-matched reference panel increases genotype imputation accuracy in a underrepresented population,"['Mauleekoonphairoj J.', 'Tongsima S.', 'Khongphatthanayothin A.', 'Jurgens S.J.', 'Zimmerman D.S.', 'Sutjaporn B.', 'Wandee P.', 'Bezzina C.R.', 'Nademanee K.', 'Poovorawan Y.']","['Faculty of Medicine, Chulalongkorn University', 'Chulalongkorn University', 'Bangkok Hospital Medical Center', 'Bumrungrad International Hospital', 'Thailand National Science and Technology Development Agency', 'Universiteit van Amsterdam', 'Broad Institute']",0.0,"['Gene Frequency', 'Genome, Human', 'Genome-Wide Association Study', 'Genotype', 'Haplotypes', 'Humans', 'Polymorphism, Single Nucleotide']",['Multidisciplinary'],Nature Research,2023
50,Development of peptide nucleic acid-based bead array technology for Bacillus cereus detection,"['Noppakuadrittidej P.', 'Charlermroj R.', 'Makornwattana M.', 'Kaew-amdee S.', 'Waditee-Sirisattha R.', 'Vilaivan T.', 'Praneenararat T.', 'Karoonuthaisiri N.']","['Chulalongkorn University', ""Queen's University Belfast"", 'Thailand National Center for Genetic Engineering and Biotechnology', 'International Joint Research Center on Food Security']",0.0,"['Bacillus cereus', 'DNA', 'Food Microbiology', 'Peptide Nucleic Acids', 'Polymerase Chain Reaction', 'RNA, Ribosomal, 16S']",['Multidisciplinary'],Nature Research,2023
51,Acceptability of telemedicine for follow up after contraceptive implant initiation at an obstetrics and gynecologic training center,"['Vatrasresth J.', 'Prapaisilp P.', 'Sukrong M.', 'Sinthuchai N.', 'Karroon P.', 'Maitreechit D.', 'Ittipuripat S.', 'Kuptarak A.', 'Sathitloetsakun S.', 'Santibenchakul S.', 'Jaisamrarn U.']","['King Chulalongkorn Memorial Hospital', 'Faculty of Medicine, Chulalongkorn University', 'University of Phayao', 'Harvard T.H. Chan School of Public Health']",0.0,"['Contraceptive Agents, Female', 'COVID-19', 'Female', 'Follow-Up Studies', 'Humans', 'Obstetrics', 'Pandemics', 'Pregnancy', 'Retrospective Studies', 'Telemedicine']",['Health Policy'],BioMed Central Ltd,2023
52,A facile and automated microfluidic electrochemical platform for the in-field speciation analysis of inorganic arsenic,"['Pungjunun K.', 'Praphairaksit N.', 'Chailapakul O.']",['Chulalongkorn University'],0.0,"['ELectrochemical detection', 'Electrochemical platforms', 'In-field', 'Inorganic arsenic', 'Inorganics', 'Microfluidics channels', 'Microfluidics devices', 'Smart phones', 'Speciation', 'Speciation analysis']",['Analytical Chemistry'],Elsevier B.V.,2023
53,Neuroprotective compounds from marine invertebrates,"['Rivai B.', 'Umar A.K.']","['Chulalongkorn University', 'Universitas Padjadjaran', 'ETFLIN']",0.0,[],"['Medicine (miscellaneous)', 'Agricultural and Biological Sciences (miscellaneous)', 'Pharmaceutical Science']",Springer Science and Business Media Deutschland GmbH,2023
54,Using a discrete choice experiment to elicit patients’ preferences and willingness-to-pay for knee osteoarthritis treatments in Thailand,"['Luksameesate P.', 'Tanavalee A.', 'Ngorsuraches S.', 'Taychakhoonavudh S.']","['Chulalongkorn University', 'Faculty of Medicine, Chulalongkorn University', 'Harrison School of Pharmacy']",0.0,"['Adolescent', 'Aged', 'Choice Behavior', 'Disease Progression', 'Humans', 'Osteoarthritis, Knee', 'Pain', 'Patient Preference', 'Surveys and Questionnaires', 'Thailand']",['Multidisciplinary'],Nature Research,2023
55,Functional consequences of C-terminal mutations in RUNX2,"['Thaweesapphithak S.', 'Theerapanon T.', 'Rattanapornsompong K.', 'Intarak N.', 'Kanpittaya P.', 'Trachoo V.', 'Porntaveetus T.', 'Shotelersuk V.']","['Chulalongkorn University', 'King Chulalongkorn Memorial Hospital', 'Faculty of Medicine, Chulalongkorn University']",0.0,"['Cleidocranial Dysplasia', 'Core Binding Factor Alpha 1 Subunit', 'Humans', 'Mutation', 'Mutation, Missense']",['Multidisciplinary'],Nature Research,2023
56,Detection of Extended-spectrum β-lactamase-producing Escherichia coli isolates by isothermal amplification and association of their virulence genes and phylogroups with extraintestinal infection,"['Ullah N.', 'Assawakongkarat T.', 'Akeda Y.', 'Chaichanawongsaroj N.']","['Chulalongkorn University', 'National Institute of Infectious Diseases']",0.0,"['Anti-Bacterial Agents', 'Anti-Infective Agents', 'beta-Lactamases', 'Escherichia coli', 'Escherichia coli Infections', 'Escherichia coli Proteins', 'Extraintestinal Pathogenic Escherichia coli', 'Humans', 'Virulence', 'Virulence Factors']",['Multidisciplinary'],Nature Research,2023
57,Assessment of infant outgrowth of cow’s milk allergy in relation to the faecal microbiome and metaproteome,"['Hendrickx D.M.', 'An R.', 'Boeren S.', 'Mutte S.K.', 'Chatchatee P.', 'Nowak-Wegrzyn A.', 'Lange L.', 'Benjaponpitak S.', 'Chong K.W.', 'Sangsupawanich P.', 'van Ampting M.T.J.', 'Oude Nijhuis M.M.', 'Harthoorn L.F.', 'Langford J.E.', 'Knol J.', 'Knipping K.', 'Garssen J.', 'Trendelenburg V.', 'Pesek R.', 'Davis C.M.', 'Muraro A.', 'Erlewyn-Lajeunesse M.', 'Fox A.T.', 'Michaelis L.J.', 'Beyer K.', 'Noimark L.', 'Stiefel G.', 'Schauer U.', 'Hamelmann E.', 'Peroni D.', 'Boner A.', 'Lambert J.M.', 'Belzer C.']","['Wageningen University &amp; Research', ""Great North Children's Hospital"", 'Nutricia Research, Netherlands', 'Utrechts Instituut voor Farmaceutische Wetenschappen', 'Azienda Ospedaliera Universitaria Integrata Verona', 'NYU Langone Health', 'St. Marien Hospital, Bonn', 'Azienda Ospedale Università Padova', 'Charité – Universitätsmedizin Berlin', 'Faculty of Medicine, Prince of Songkia University', 'Shanghai Jiao Tong University', 'Uniwersytet Warminsko-Mazurski w Olsztynie', 'Faculty of Medicine Ramathibodi Hospital, Mahidol University', ""KK Women's And Children's Hospital"", 'The Royal London Hospital', 'Leicester Royal Infirmary', ""Guy's and St Thomas' NHS Foundation Trust"", 'Ruhr-Universitat Bochum', ""Arkansas Children's Hospital"", 'Faculty of Medicine, Chulalongkorn University', 'Baylor College of Medicine', 'University Hospital Southampton NHS Foundation Trust']",0.0,"['Animals', 'Cattle', 'Feces', 'Female', 'Food Hypersensitivity', 'Gastrointestinal Microbiome', 'Milk Hypersensitivity', 'RNA, Ribosomal, 16S']",['Multidisciplinary'],Nature Research,2023
58,"Knowledge, attitude, and intended practice of abortion among pharmacy students in Thailand after the amendment of the Thai Abortion Law","['Rongkapich R.', 'Poolkumlung R.', 'Sinthuchai N.', 'Limsirorat P.', 'Chiemchaisri N.', 'Santibenchakul S.', 'Jaisamrarn U.']","['King Chulalongkorn Memorial Hospital', 'Faculty of Medicine, Chulalongkorn University', 'Harvard T.H. Chan School of Public Health', 'Chulalongkorn University']",0.0,"['Abortion, Induced', 'Attitude of Health Personnel', 'Cross-Sectional Studies', 'Female', 'Health Knowledge, Attitudes, Practice', 'Humans', 'Infant', 'Pregnancy', 'Southeast Asian People', 'Students, Pharmacy', 'Thailand']",['Education'],BioMed Central Ltd,2023
59,Effect of plant produced Anti-hIL-6 receptor antibody blockade on pSTAT3 expression in human peripheral blood mononuclear cells,"['Kaewbandit N.', 'Malla A.', 'Boonyayothin W.', 'Rattanapisit K.', 'Phetphoung T.', 'Pisuttinusart N.', 'Strasser R.', 'Saetung R.', 'Tawinwung S.', 'Phoolcharoen W.']","['Chulalongkorn University', 'Universitat fur Bodenkultur Wien', 'Ltd.']",0.0,"['Antibodies', 'Cytokine Release Syndrome', 'Cytokines', 'Humans', 'Interleukin-6', 'Leukocytes, Mononuclear', 'Tobacco']",['Multidisciplinary'],Nature Research,2023
60,Effectiveness of iodine for continuous decontamination of dental unit waterline,"['Petchphayaprai C.', 'Chotipan C.', 'Sa-ngiampak P.', 'Thotsaporn K.', 'Ampornaramveth R.S.']",['Chulalongkorn University'],0.0,[],['Dentistry (all)'],Springer Nature,2023
61,"Dynamic estimates of pressure and CO2-storage capacity in carbonate reservoirs in a depleted gas field, northeastern Thailand","['Jitmahantakul S.', 'Chenrai P.', 'Chaianansutcharit T.', 'Assawincharoenkij T.', 'Tang-on A.', 'Pornkulprasit P.']","['Chulalongkorn University', 'SLB']",0.0,[],"['Environmental Engineering', 'Environmental Chemistry', 'Chemical Engineering (all)', 'Environmental Science (miscellaneous)', 'Engineering (miscellaneous)']",Elsevier Ltd,2023
62,MarketTrust: blockchain-based trust evaluation model for SIoT-based smart marketplaces,"['Latif R.', 'Yakubu B.M.', 'Saba T.']","['Chulalongkorn University', 'Prince Sultan University']",0.0,[],['Multidisciplinary'],Nature Research,2023
63,New product development process and case studies for deep-tech academic research to commercialization,"['Kruachottikul P.', 'Dumrongvute P.', 'Tea-makorn P.', 'Kittikowit S.', 'Amrapala A.']","['Chulalongkorn University', 'Faculty of Medicine, Chulalongkorn University', 'Sasin School of Management, Bangkok']",0.0,[],"['Management Information Systems', 'Information Systems', 'Sociology and Political Science', 'Economics and Econometrics', 'Management of Technology and Innovation']",Springer Science and Business Media Deutschland GmbH,2023
64,Alteration of extracellular matrix proteins in atrophic periodontal ligament of hypofunctional rat molars,"['Nan D.N.', 'Everts V.', 'Ferreira J.N.', 'Trachoo V.', 'Osathanon T.', 'Klincumhom N.', 'Pavasant P.']","['Chulalongkorn University', 'Universiteit van Amsterdam']",0.0,[],['Dentistry (all)'],Springer Nature,2023
65,"Sacubitril/valsartan mitigates cardiac remodeling, systolic dysfunction, and preserves mitochondrial quality in a rat model of mitral regurgitation","['Tantisuwat L.', 'Saengklub N.', 'Boonpala P.', 'Kumphune S.', 'Panyasing Y.', 'Kalandakanond-Thongsong S.', 'Kijtawornrat A.']","['Chulalongkorn University', 'Chiang Mai University', 'Mahidol University']",1.0,"['Aminobutyrates', 'Angiotensin Receptor Antagonists', 'Animals', 'Biphenyl Compounds', 'Drug Combinations', 'Heart Failure', 'Male', 'Mitral Valve Insufficiency', 'Rats', 'Rats, Sprague-Dawley', 'Tetrazoles', 'Valsartan', 'Ventricular Remodeling']",['Multidisciplinary'],Nature Research,2023
66,An extinct deep-snouted Alligator species from the Quaternary of Thailand and comments on the evolution of crushing dentition in alligatorids,"['Darlim G.', 'Suraprasit K.', 'Chaimanee Y.', 'Tian P.', 'Yamee C.', 'Rugbumrung M.', 'Kaweera A.', 'Rabi M.']","['Universite de Poitiers', 'Chulalongkorn University', 'Eberhard Karls Universität Tübingen', 'Martin-Luther-Universität Halle-Wittenberg']",0.0,"['Alligators and Crocodiles', 'Animals', 'Biological Evolution', 'Dentition', 'Fossils', 'Phylogeny', 'Skull', 'Thailand']",['Multidisciplinary'],Nature Research,2023
67,Assessing the acceptability and feasibility of reactive drug administration for malaria elimination in a Plasmodium vivax predominant setting: a qualitative study in two provinces in Thailand,"['Suwannarong K.', 'Cotter C.', 'Ponlap T.', 'Bubpa N.', 'Thammasutti K.', 'Chaiwan J.', 'Finn T.P.', 'Kitchakarn S.', 'Martensson A.', 'Baltzell K.A.', 'Hsiang M.S.', 'Lertpiriyasuwat C.', 'Sudathip P.', 'Bennett A.']","['University of California, San Francisco', 'UCSF Benioff Children‘s Hospital', 'PATH Seattle', 'Chulalongkorn University', 'Khon Kaen University', 'Thailand Ministry of Public Health', 'Uppsala Universitet', 'Ltd.']",0.0,"['COVID-19', 'Feasibility Studies', 'Humans', 'Malaria', 'Malaria, Falciparum', 'Plasmodium vivax', 'Thailand']","['Public Health, Environmental and Occupational Health']",BioMed Central Ltd,2023
68,Hydrogen peroxide from l-amino acid oxidase of king cobra (Ophiophagus hannah) venom attenuates Pseudomonas biofilms,"['Singkham-In U.', 'Thaveekarn W.', 'Noiphrom J.', 'Khow O.', 'Ponwaranon S.', 'Issara-Amphorn J.', 'Sitprija V.', 'Leelahavanichkul A.']","['Faculty of Medicine, Chulalongkorn University', 'Thai Red Cross Agency', 'National Institute of Allergy and Infectious Diseases (NIAID)']",0.0,"['Animals', 'Hydrogen Peroxide', 'L-Amino Acid Oxidase', 'Ophiophagus hannah', 'Pseudomonas', 'Pseudomonas aeruginosa', 'Pseudomonas Infections']",['Multidisciplinary'],Nature Research,2023
69,Roles of extracellular adenosine triphosphate on the functions of periodontal ligament cells,"['Kyawsoewin M.', 'Manokawinchoke J.', 'Namangkalakul W.', 'Egusa H.', 'Limraksasin P.', 'Osathanon T.']","['Chulalongkorn University', 'Tohoku University']",0.0,[],['Dentistry (all)'],Springer Nature,2023
70,Is automatic cephalometric software using artificial intelligence better than orthodontist experts in landmark identification?,"['Ye H.', 'Cheng Z.', 'Ungvijanpunya N.', 'Chen W.', 'Cao L.', 'Gou Y.']","['Chulalongkorn University', 'Chongqing Medical University', 'Chongqing Haochi Private Dental Clinic', 'Chongqing Municipal Key Laboratory of Oral Biomedical Engineering of Higher Education', 'Chongqing Key Laboratory of Oral Diseases and Biomedical Sciences']",0.0,"['Algorithms', 'Artificial Intelligence', 'Cephalometry', 'Humans', 'Orthodontists', 'Reproducibility of Results', 'Software']",['Dentistry (all)'],BioMed Central Ltd,2023
71,Effect of mixed light emitting diode spectrum on antioxidants content and antioxidant activity of red lettuce grown in a closed soilless system,"['Sawatdee S.', 'Jarunglumlert T.', 'Pavasant P.', 'Sakihama Y.', 'Flood A.E.', 'Prommuak C.']","['Vidyasirimedhi Institute of Science and Technology', ""King Mongkut's University of Technology North Bangkok"", 'Chulalongkorn University', 'Hokkaido University', 'Tree Moments Co. Ltd']",0.0,"['Antioxidants', 'Lettuce', 'Light', 'Photosynthesis', 'Vegetables']",['Plant Science'],BioMed Central Ltd,2023
72,Automatic identification of medically important mosquitoes using embedded learning approach-based image-retrieval system,"['Kittichai V.', 'Kaewthamasorn M.', 'Samung Y.', 'Jomtarak R.', 'Naing K.M.', 'Tongloy T.', 'Chuwongin S.', 'Boonsang S.']","[""King Mongkut's Institute of Technology Ladkrabang"", 'Faculty of Tropical Medicine, Mahidol University', 'Chulalongkorn University', 'Suan Dusit University']",0.0,"['Animals', 'Cell Phone', 'Culicidae', 'Female', 'Group Processes', 'Labor, Obstetric', 'Learning', 'Pregnancy']",['Multidisciplinary'],Nature Research,2023
73,Computational model for lipid binding regions in phospholipase (Ves a 1) from Vespa venom,"['Pattaranggoon N.C.', 'Daduang S.', 'Rungrotmongkol T.', 'Teajaroen W.', 'Tipmanee V.', 'Hannongbua S.']","['Chulalongkorn University', 'Khon Kaen University', 'Faculty of Medicine, Prince of Songkia University']",0.0,"['Animals', 'Antivenins', 'Lipids', 'Phospholipases', 'Wasp Venoms', 'Wasps']",['Multidisciplinary'],Nature Research,2023
74,Exploring the Xylariaceae and its relatives,"['Suwannasai N.', 'Sangvichien E.', 'Phosri C.', 'McCloskey S.', 'Wangsawat N.', 'Thamvithayakorn P.', 'Ruchikachorn N.', 'Thienhirun S.', 'Mekkamol S.', 'Sihanonth P.', 'Whalley M.A.', 'Whalley A.J.S.']","['Nakhon Phanom University', 'Liverpool John Moores University', 'Chulalongkorn University', 'Ramkhamhaeng University', 'Maejo University', 'Khon Kaen University', 'Thailand National Center for Genetic Engineering and Biotechnology', 'Srinakharinwirot University', 'Cpf Food Research and Development Center', 'Institute for the Promotion of Teaching Science and Technology (IPST)', 'Forest Products Research Division']",0.0,[],['Plant Science'],Springer Science and Business Media Deutschland GmbH,2023
75,First-principles demonstration of band filling-induced significant improvement in thermodynamic stability and mechanical properties of Sc 1-x Ta x B 2 solid solutions,"['Mopoung K.', 'Ektarawong A.', 'Bovornratanaraks T.', 'Alling B.']","['Chulalongkorn University', 'Linköpings Universitet']",0.0,[],['Multidisciplinary'],Nature Research,2023
76,Wear effects between polymethyl methacrylate occlusal splints and opposing dentin surfaces during bruxism mimicking events,"['Potewiratnanond P.', 'Ekrojanakul C.', 'Harikul T.', 'Kositvanich R.']",['Chulalongkorn University'],1.0,[],['Dentistry (all)'],Springer Nature,2023
77,European survey on the use of patient contact shielding during radiological examinations,"['Granata C.', 'Briers E.', 'Candela-Juan C.', 'Damilakis J.', 'De Bondt T.', 'Faj D.', 'Foley S.', 'Frija G.', 'de las Heras Gala H.', 'Hiles P.', 'Pauwels R.', 'Sans Merce M.', 'Simantirakis G.', 'Vano E.', 'Gilligan P.']","['Université Paris Cité', 'Greek Atomic Energy Commission', 'IRCCS Burlo Garofolo', 'Aarhus Universitet', 'Chulalongkorn University', 'Universidad Complutense de Madrid', 'Mater Misericordiae University Hospital', 'Glan Clwyd Hospital', 'Hôpitaux Universitaires de Genève', 'University College Dublin', 'University of Crete', 'Member ESR-Patient Advisory Group', 'European Federation of Organizations for Medical Physics', 'European Federation of Radiographer Societies', 'Faculty of Dental Medicine and Health', 'European Radiation Dosimetry Group', 'European Society of Radiology', 'Instituto Nacional de Gestión Sanitaria']",0.0,[],"['Radiology, Nuclear Medicine and Imaging']",Springer Science and Business Media Deutschland GmbH,2023
